,address,categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
1360,11628 Santa Monica Blvd,"Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place and Italian Restaurant",Los Angeles,US,34.0443,-118.45478,20.99,15.99,Vegetarian Pizza,North End Pizzeria,90025,Wla
1361,11628 Santa Monica Blvd,"Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place and Italian Restaurant",Los Angeles,US,34.0443,-118.45478,21.5,16.5,Vegetarian White Pizza,North End Pizzeria,90025,Wla
1363,11628 Santa Monica Blvd,"Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place and Italian Restaurant",Los Angeles,US,34.0443,-118.45478,20.99,15.99,Veggie Ranch Pizza,North End Pizzeria,90025,Wla
1364,11628 Santa Monica Blvd,"Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place and Italian Restaurant",Los Angeles,US,34.0443,-118.45478,20.99,15.99,White Pesto Pizza,North End Pizzeria,90025,Wla
1366,11628 Santa Monica Blvd,"Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place and Italian Restaurant",Los Angeles,US,34.0443,-118.45478,19.0,14.0,White Pizza,North End Pizzeria,90025,Wla
1367,241 E Chester Pike,"wich Place,Deli / Bodega,Restaurant,Sandwich Place and Deli / Bodega,Sandwich Place",Ridley Park,US,39.87858,-75.31517,4.25,4.25,Pizza Burger 6 Oz.,Little Hut Sandwich Shop,19078,PA
1368,5250 Gulf Blvd,Restaurant,Saint Petersburg,US,27.725896999999996,-82.74283,7.0,7.0,Pepperoni Pizza,Spinners Rootop Revolving Bistro & Lounge @ Grand Plaza Hotel-st Pete Beach,33706,Saint Pete Beach
1369,375 S W Powerhouse Dr,Pizza Place and Sandwich Place,Bend,US,44.046215000000004,-121.315417,11.0,11.0,Pizza Classics,Flatbread Neapolitan Pizzeria,97702,OR
1370,411 Granby St,"Sushi Bars,Asian Restaurants,Restaurants,Japanese Restaurants,Mexican Restaurant Downtown Norfolk,Mexican Restaurant,Sushi Restaurant Downtown Norfolk,Sushi Restaurant",Norfolk,US,36.851345,-76.28976999999999,12.0,12.0,Tuna Pizza,Nana Sushi,23510,VA
1371,6400 Time Square Ave,"French Restaurant Metro West,Restaurants,French Restaurant",Orlando,US,28.508987,-81.47095,6.0,6.0,Margarita Pizza,Harvey's Bistro Park Ave @ Metro West,32835,FL
1374,1223 Washington Ave,Pizza,Portland,US,43.69505,-70.28393,4.49,4.49,Pizza Bread Slices,Pizza Time,4103,ME
1375,1223 Washington Ave,Pizza,Portland,US,43.69505,-70.28393,5.49,5.49,With Pizza Cheese,Pizza Time,4103,ME
1376,4310 Vance Jackson Rd,"Pizza,Pizza Place Northwest Side,Pizza Place",San Antonio,US,29.512938000000002,-98.53514,3.19,3.19,Pizza Fritta,Grant Street Pizza & Subs (reported��closed),78230,TX
1377,4310 Vance Jackson Rd,"Pizza,Pizza Place Northwest Side,Pizza Place",San Antonio,US,29.512938000000002,-98.53514,5.29,5.29,Pizza Rolls,Grant Street Pizza & Subs (reported��closed),78230,TX
1378,4310 Vance Jackson Rd,"Pizza,Pizza Place Northwest Side,Pizza Place",San Antonio,US,29.512938000000002,-98.53514,5.19,5.19,Pizza Sub,Grant Street Pizza & Subs (reported��closed),78230,TX
1380,8707 W Ridge Rd,Restaurant,Elyria,US,41.364740000000005,-82.159164,4.0,4.0,Garlic Pizza Bread,Uncle Al's Pizza Parlours,44035,Sheffield Village
1383,748 Heritage Park Blvd,Brewery,Layton,US,41.08348222,-111.97913,10.99,10.99,Hawaiian Pizza,Roosters Brewing Co,84041,UT
1384,748 Heritage Park Blvd,Brewery,Layton,US,41.08348222,-111.97913,10.99,10.99,Pesto Chicken Pepperoni Pizza,Roosters Brewing Co,84041,UT
1386,10 Chicago Ave,"Food & Entertainment,Event Planning,Caterers",Oak Park,US,41.8947,-87.77570899999999,2.75,2.75,Pizza Puff,Rob,60302,IL
1387,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,13.29,13.29,Alfredo Pizza,Johnny Brusco Pizza,72712,AR
1388,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,4.75,4.75,Buffalo Chicken Pizza,Johnny Brusco Pizza,72712,AR
1389,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,17.3,17.3,Chicken Alfredo Pizza,Johnny Brusco Pizza,72712,AR
1390,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,3.25,3.25,Fresh Mozzarella Pizza,Johnny Brusco Pizza,72712,AR
1391,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,12.55,12.55,Garlic Pizza,Johnny Brusco Pizza,72712,AR
1392,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,4.95,4.95,Greek Pizza,Johnny Brusco Pizza,72712,AR
1393,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,4.75,4.75,Margherita Pizza,Johnny Brusco Pizza,72712,AR
1394,700 S E Walton Blvd,Pizza Place,Bentonville,US,36.3352232,-94.20257335,2.25,2.25,Pizza By The Slice,Johnny Brusco Pizza,72712,AR
1399,16 S Blackhoof St,"Food and Beverage,Pizza Place",Wapakoneta,US,40.57006417,-84.19596791,15.15,7.05,Dessert Pizza,Lagrande Pizza & Subs,45895,OH
1400,16 S Blackhoof St,"Food and Beverage,Pizza Place",Wapakoneta,US,40.57006417,-84.19596791,5.0,3.25,Pizza,Lagrande Pizza & Subs,45895,OH
1401,16 S Blackhoof St,"Food and Beverage,Pizza Place",Wapakoneta,US,40.57006417,-84.19596791,16.95,7.75,Taco Pizza,Lagrande Pizza & Subs,45895,OH
1402,580 Forest Ave,"Breakfast Spot,Caf,American Restaurant,Breakfast Spot, Caf, and American Restaurant,Café",Plymouth,US,42.36835279,-83.47133861,4.99,4.99,Pizza Omelette,Omelette & Waffle Café,48170,MI
1403,119 W Phoenix Ave,Pizza Place,Flagstaff,US,35.197012,-111.651724,20.0,20.0,Create Your Own Pan Pizza,Bikram's Yoga College of India,86001,AZ
1405,119 W Phoenix Ave,Pizza Place,Flagstaff,US,35.197012,-111.651724,1.5,1.5,"One Large House Made Pizza Dough Ball,",Bikram's Yoga College of India,86001,AZ
1407,119 W Phoenix Ave,Pizza Place,Flagstaff,US,35.197012,-111.651724,8.0,8.0,Start With Our Cheese Pizza and Add Your Favorite Toppings,Bikram's Yoga College of India,86001,AZ
1408,14 Lebanon St,"Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Hamilton,US,42.826640000000005,-75.54542,20.0,20.0,2 Large Cheese Pizza,Oliveri's Pizzeria,13346,Randallsville
1409,14 Lebanon St,"Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Hamilton,US,42.826640000000005,-75.54542,13.75,13.75,2 Small Cheese Pizza,Oliveri's Pizzeria,13346,Randallsville
1410,14 Lebanon St,"Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Hamilton,US,42.826640000000005,-75.54542,9.0,9.0,Whole Wheat Pizza,Oliveri's Pizzeria,13346,Randallsville
1411,267 Thames St,Restaurant,Bristol,US,41.6704999,-71.27823740000001,10.0,10.0,Naan Pizza,Dewolf Tavern,2809,RI
1412,267 Thames St,Restaurant,Bristol,US,41.6704999,-71.27823740000001,12.0,12.0,Smoked Salmon Naan Pizza,Dewolf Tavern,2809,RI
1413,76 Queens Folly Rd,Restaurant,Hilton Head Island,US,32.168743,-80.719748,8.99,8.99,Cheese Pizza,Alexander's - Hilton Head Island,29928,SC
1414,451 Dalton Ave,Italian Restaurant,Pittsfield,US,42.46368239,-73.21488717,8.95,8.95,White Pizza Special,Zuccos Restaurant,1201,MA
1415,1730 Essington Rd,"Sports & Recreation,Recreation Centers",Joliet,US,41.553273,-88.161248,1.69,1.69,Pizza Bread,Sonny's Delite,60435,Cresthill
1416,1730 Essington Rd,"Sports & Recreation,Recreation Centers",Joliet,US,41.553273,-88.161248,2.99,2.99,Pizza Puff,Sonny's Delite,60435,Cresthill
1417,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,Baked Ziti Pizza,Nonna's Pizza,10603,North White Plains
1418,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,15.95,15.95,Caprese Square Pizza,Nonna's Pizza,10603,North White Plains
1419,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,16.95,16.95,Chicken Parmigiana Pizza,Nonna's Pizza,10603,North White Plains
1420,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,16.95,16.95,Combo Pizza,Nonna's Pizza,10603,North White Plains
1421,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,Eggplant Parmigiana Pizza,Nonna's Pizza,10603,North White Plains
1422,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,Fresh Tomato Pizza,Nonna's Pizza,10603,North White Plains
1423,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,15.95,15.95,Hawaiian Pizza,Nonna's Pizza,10603,North White Plains
1424,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,Lasagna Pizza,Nonna's Pizza,10603,North White Plains
1425,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,Margherita Pizza,Nonna's Pizza,10603,North White Plains
1426,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,13.95,13.95,Marinara Square Pizza,Nonna's Pizza,10603,North White Plains
1427,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,15.95,15.95,Meat Lover Pizza,Nonna's Pizza,10603,North White Plains
1428,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,15.95,15.95,Mixed Vegetable Pizza,Nonna's Pizza,10603,North White Plains
1429,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,12.95,12.95,Pepperoni Square Pizza,Nonna's Pizza,10603,North White Plains
1430,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,13.5,13.5,Pizzas,Nonna's Pizza,10603,North White Plains
1431,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,13.95,13.95,White Pizza,Nonna's Pizza,10603,North White Plains
1432,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,14.95,14.95,White Pizza With Broccoli or Spinach,Nonna's Pizza,10603,North White Plains
1433,52 Lake St,Pizza Place,White Plains,US,41.03797691,-73.75999849,15.5,15.5,White Pizza With Broccoli Rabe,Nonna's Pizza,10603,North White Plains
1434,100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,7.95,7.95,Naan Pizza 1,The Allen Street Grill (hotel State College),16801-3838,PA
1435,100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,8.95,8.95,Naan Pizza 2,The Allen Street Grill (hotel State College),16801-3838,PA
1436,100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,7.95,7.95,Naan Pizza 3,The Allen Street Grill (hotel State College),16801-3838,PA
1438,2600 W Expressway 83,"General Entertainment, Mini Golf, and Go Kart Track,Batting Cages,Fun & Games,Restaurants,General Entertainment,Event Planning,Motorized Carts,Amusement Devices,Pizza Restaurants,Go Kart Track,Attractions,Game & Entertainment Centers,Party Planners,Amusement Equipment & Supplies,Mini Golf,Amusement Parks",Mcallen,US,26.193579999999997,-98.25197299999999,9.1,9.1,Large Cheese Pizza,Zone Action Park,78501,TX
1439,2600 W Expressway 83,"General Entertainment, Mini Golf, and Go Kart Track,Batting Cages,Fun & Games,Restaurants,General Entertainment,Event Planning,Motorized Carts,Amusement Devices,Pizza Restaurants,Go Kart Track,Attractions,Game & Entertainment Centers,Party Planners,Amusement Equipment & Supplies,Mini Golf,Amusement Parks",Mcallen,US,26.193579999999997,-98.25197299999999,9.99,9.99,Large Cheese Pizza With One Topping,Zone Action Park,78501,TX
1440,2600 W Expressway 83,"General Entertainment, Mini Golf, and Go Kart Track,Batting Cages,Fun & Games,Restaurants,General Entertainment,Event Planning,Motorized Carts,Amusement Devices,Pizza Restaurants,Go Kart Track,Attractions,Game & Entertainment Centers,Party Planners,Amusement Equipment & Supplies,Mini Golf,Amusement Parks",Mcallen,US,26.193579999999997,-98.25197299999999,12.99,12.99,Large Supreme Pizza,Zone Action Park,78501,TX
1441,2600 W Expressway 83,"General Entertainment, Mini Golf, and Go Kart Track,Batting Cages,Fun & Games,Restaurants,General Entertainment,Event Planning,Motorized Carts,Amusement Devices,Pizza Restaurants,Go Kart Track,Attractions,Game & Entertainment Centers,Party Planners,Amusement Equipment & Supplies,Mini Golf,Amusement Parks",Mcallen,US,26.193579999999997,-98.25197299999999,2.05,2.05,Pizza Slice,Zone Action Park,78501,TX
1442,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,8.5,8.5,Broccoli and Shells Pizza,Elmer Sudds,18702,City Of Wb
1443,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,8.5,8.5,Buffalo Chicken Pizza,Elmer Sudds,18702,City Of Wb
1444,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,9.0,9.0,Goat Cheese Pizza,Elmer Sudds,18702,City Of Wb
1445,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,7.0,7.0,Pepe Le Pizza,Elmer Sudds,18702,City Of Wb
1446,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,8.0,8.0,Pizza Ala Vodka,Elmer Sudds,18702,City Of Wb
1447,475 E Northampton St,"Taverns,Bar & Grills,Bars,Night Clubs,Restaurants,Bar",Wilkes Barre,US,41.23404,-75.87414,8.5,8.5,The Original Greek Pizza,Elmer Sudds,18702,City Of Wb
1448,101 West St,"Mexican Restaurants,Family Style Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant",Grinnell,US,41.73251,-92.72778000000001,6.25,6.25,Pizza A La Mexicana,Casa Margarita's,50112,IA
1449,14933 Main St,Pizza Place,Alachua,US,29.792139000000002,-82.49557078,5.5,5.5,Doughless Pizza,Main Street Pie Company,32615,FL
1450,14933 Main St,Pizza Place,Alachua,US,29.792139000000002,-82.49557078,6.99,6.99,Main Street Pizza Sub,Main Street Pie Company,32615,FL
1451,14933 Main St,Pizza Place,Alachua,US,29.792139000000002,-82.49557078,17.25,11.25,Specialty Pizzas,Main Street Pie Company,32615,FL
1452,539 E 81st St,Restaurant,New York,US,40.772012,-73.94756,9.0,9.0,Thin Crust Mini Pizza,East End Kitchen - Permanently Closed,10028,Nyc
1453,7701 White Ln,sports bar,Bakersfield,US,35.317772999999995,-119.0890662,12.99,12.99,Dry Barrel Margherita Pizza,Firehouse,93309,CA
1454,7701 White Ln,sports bar,Bakersfield,US,35.317772999999995,-119.0890662,10.99,10.99,Platoon Pepperoni Pizza,Firehouse,93309,CA
1455,6653 S Las Vegas Blvd,Restaurant,Las Vegas,US,36.068366999999995,-115.17615900000001,8.95,8.95,Sausage Onion Jam Pizza,Brio Tuscan Grille - Las Vegas - Town Square,89119,NV
1457,599 Main St,Restaurant,Islip,US,40.729915999999996,-73.212166,15.0,15.0,Pancetta Egg Pizza,Verace: True Italian,11751,Islip Manor
1458,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,15.0,15.0,Caprese Pizza,Positano - Greensboro,27408,Guilford Courthouse National
1459,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,15.0,15.0,Margarita Pizza,Positano - Greensboro,27408,Guilford Courthouse National
1460,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,12.0,12.0,Pizza Bianca,Positano - Greensboro,27408,Guilford Courthouse National
1461,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,13.0,13.0,Pizza Capriciosa,Positano - Greensboro,27408,Guilford Courthouse National
1462,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,10.0,10.0,Pizza Margherita,Positano - Greensboro,27408,Guilford Courthouse National
1463,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,12.0,12.0,Rotisserie Chicken Pizza,Positano - Greensboro,27408,Guilford Courthouse National
1464,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,17.0,17.0,Veggie Pizza,Positano - Greensboro,27408,Guilford Courthouse National
1465,2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983000000004,-79.820644,15.0,15.0,White Pizza (pizza Bianca),Positano - Greensboro,27408,Guilford Courthouse National
1466,200 Oak Hill Ave,Pizza Place,Endicott,US,42.11106379,-76.0501152,9.99,9.99,Greco Pizza (greek Pizza),Joey's Northside Pizzeria,13760,Crestview Heights
1467,200 Oak Hill Ave,Pizza Place,Endicott,US,42.11106379,-76.0501152,9.99,9.99,Pizza Bianco (white Pizza),Joey's Northside Pizzeria,13760,Crestview Heights
1468,200 Oak Hill Ave,Pizza Place,Endicott,US,42.11106379,-76.0501152,9.99,9.99,Veggie Pizza,Joey's Northside Pizzeria,13760,Crestview Heights
1469,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99,Bacon Cheeseburger Pizza,Kaydee Kats!,61616,IL
1470,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.0,9.0,Bbq Chicken Pizza,Kaydee Kats!,61616,IL
1471,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.0,9.0,Bianca Pizza,Kaydee Kats!,61616,IL
1472,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99,California Club Pizza,Kaydee Kats!,61616,IL
1473,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99,Carne (meat) Pizza,Kaydee Kats!,61616,IL
1474,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.0,9.0,"Chicken, Bacon and Spinach Pizza",Kaydee Kats!,61616,IL
1475,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.5,9.5,Greek Pizza,Kaydee Kats!,61616,IL
1476,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,8.0,8.0,Hawaiian Pizza,Kaydee Kats!,61616,IL
1477,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.0,9.0,Lotti Cheese Pizza,Kaydee Kats!,61616,IL
1478,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,8.0,8.0,Margarita Pizza,Kaydee Kats!,61616,IL
1479,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99,Mediterranean Pizza,Kaydee Kats!,61616,IL
1480,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.0,9.0,Pesto Chicken Pizza,Kaydee Kats!,61616,IL
1481,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,7.99,7.99,Pizzaa Burger,Kaydee Kats!,61616,IL
1482,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99,Supreme Pizza,Kaydee Kats!,61616,IL
1483,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,9.5,9.5,Taco Pizza,Kaydee Kats!,61616,IL
1484,4109 N Prospect Rd,"Pizza,Take Out Restaurants,Restaurants,Burger Joint",Peoria Heights,US,40.73677063,-89.57437134,8.5,8.5,Tomato Pie Pizza,Kaydee Kats!,61616,IL
1487,109 Old Chapin Rd,Pizza Place and Italian Restaurant,Lexington,US,33.98750424,-81.24642932,8.5,8.5,All American Deep Dish Pizza,The Bistro,29072,Edmund
1488,2700 E Bidwell St,Italian Restaurant,Folsom,US,38.65681171,-121.12534050000001,17.0,17.0,Cheese Pizza,Visconti's Ristorante,95630,Mormon Island
1489,2700 E Bidwell St,Italian Restaurant,Folsom,US,38.65681171,-121.12534050000001,19.0,19.0,Veal Pizzaiola,Visconti's Ristorante,95630,Mormon Island
1490,46 Bergen Tpke,"Restaurant,Chinese Restaurant",Little Ferry,US,40.850193,-74.03209,10.0,10.0,Pizza Del Giorno,Wei Chuan Kitchen,7643,NJ
1492,2929 Berlin Tpke,"Restaurants,Italian Restaurants,Pizza",Newington,US,41.66892,-72.71902,10.99,10.99,Bbq Chicken Pizza,Bertucci's,6111,Htfd
1493,2929 Berlin Tpke,"Restaurants,Italian Restaurants,Pizza",Newington,US,41.66892,-72.71902,8.49,8.49,Buffalo Chicken Flatbread Pizza,Bertucci's,6111,Htfd
1494,2929 Berlin Tpke,"Restaurants,Italian Restaurants,Pizza",Newington,US,41.66892,-72.71902,5.0,5.0,Cheese Party Pizza,Bertucci's,6111,Htfd
1495,2929 Berlin Tpke,"Restaurants,Italian Restaurants,Pizza",Newington,US,41.66892,-72.71902,10.29,10.29,Cheese Pizza,Bertucci's,6111,Htfd
1497,524 Mastic Rd,"wich Place,American Restaurant",Mastic Beach,US,40.78184351,-72.84762752,4.9,4.9,Pizza Burger,T.j.'s Hero Shop,11951,Village Of Mastic Beach
1500,8699 Ogden Ave,Mexican Restaurant,Lyons,US,41.81621222,-87.83800252,15.95,15.95,Bbq Chicken Pizza,Tony's Mexican Grill,60534,IL
1502,8699 Ogden Ave,Mexican Restaurant,Lyons,US,41.81621222,-87.83800252,15.95,15.95,Cheeseburger Pizza,Tony's Mexican Grill,60534,IL
1503,8699 Ogden Ave,Mexican Restaurant,Lyons,US,41.81621222,-87.83800252,15.95,15.95,Philly Cheese Steak Pizza,Tony's Mexican Grill,60534,IL
1504,8699 Ogden Ave,Mexican Restaurant,Lyons,US,41.81621222,-87.83800252,2.75,2.75,Pizza Bread,Tony's Mexican Grill,60534,IL
1505,8699 Ogden Ave,Mexican Restaurant,Lyons,US,41.81621222,-87.83800252,15.95,15.95,Taco Pizza,Tony's Mexican Grill,60534,IL
1506,9730 State Ave,Restaurant,Marysville,US,48.0839,-122.17299999999999,5.99,5.99,Kids Cheese Pizza Meal,Kafe Neo - Marysville,98270,WA
1509,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,7.0,7.0,Buffalo Pizza,Greek Grill,7901,NJ
1510,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,6.0,6.0,Falafel Pizza,Greek Grill,7901,NJ
1511,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,7.0,7.0,Greek Grill Pizza,Greek Grill,7901,NJ
1512,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,7.0,7.0,Gyro Pizza,Greek Grill,7901,NJ
1513,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,6.0,6.0,Spinach Pie Pizza,Greek Grill,7901,NJ
1514,90 Summit Ave,"Greek Restaurants,Caterers,Mediterranean Restaurants,Bar & Grills,Restaurants",Summit,US,40.71758,-74.35624,6.0,6.0,Veggie Pizza,Greek Grill,7901,NJ
1521,20 Paseo Dr,Restaurant,Rockville,US,39.043122,-77.112226,8.95,8.95,Sausage Onion Jam Pizza,Brio Tuscan Grille - North Bethesda,20852,No Bethesda
1522,7 Backus Ave,Restaurant,Danbury,US,41.381316999999996,-73.478368,8.95,8.95,Sausage Onion Jam Pizza,Brio Tuscan Grille - Danbury - Danbury Fair,6810,CT
1523,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,12.95,12.95,B.b.q. Chicken Pizza,The Cheesecake Factory,46240,Williams Crk
1524,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,10.95,10.95,Cheese Pizza,The Cheesecake Factory,46240,Williams Crk
1525,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,12.95,12.95,Hawaiian Pizza,The Cheesecake Factory,46240,Williams Crk
1526,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,11.95,11.95,Pepperoni Pizza,The Cheesecake Factory,46240,Williams Crk
1527,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,12.95,12.95,Roasted Vegetable Pizza,The Cheesecake Factory,46240,Williams Crk
1528,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,12.95,12.95,Spicy Meat Pizza,The Cheesecake Factory,46240,Williams Crk
1529,8701 Keystone Xing,"Restaurants,Dessert Shops,American Restaurant and Dessert Shop",Indianapolis,US,39.760594,-86.121101,12.95,12.95,The Everything Pizza,The Cheesecake Factory,46240,Williams Crk
1531,1552 Bergen Pkwy,"Restaurant,Caterers,Breakfast Brunch & Lunch Restaurants,,Continental Restaurants,Restaurants,Bistros",Evergreen,US,39.68699,-105.36119,10.0,10.0,Artisan Cheese Pizza,Bistro Colorado,80439,CO
1533,2359 Bittersweet Rd,"Hotel,Spa",Lake Ozark,US,38.20577,-92.74798,7.0,7.0,Pepperoni or Cheese Pizza,"Camden On The Lake Resort, Spa, Yacht Club",65049,Vlg Of 4 Ssns
1535,25066 Telegraph Rd,"Take Out Restaurants,Restaurants,Pizza",Flat Rock,US,42.12325,-83.27601999999999,10.94,10.94,Specialty Pizzas,Tiffany's Pizza,48134,Brownstown Twp
1536,250 Sicklerville Rd,"Restaurants,Pizza Place,Pizza",Sicklerville,US,39.712646,-74.96236999999999,17.2,17.2,1 Ingredient Pizza,Giovanni's Pizzeria,8081,NJ
1537,250 Sicklerville Rd,"Restaurants,Pizza Place,Pizza",Sicklerville,US,39.712646,-74.96236999999999,10.5,10.5,Cheese Thin Crust Pizza,Giovanni's Pizzeria,8081,NJ
1538,250 Sicklerville Rd,"Restaurants,Pizza Place,Pizza",Sicklerville,US,39.712646,-74.96236999999999,10.95,10.95,Pan Cheese Pizza,Giovanni's Pizzeria,8081,NJ
1539,250 Sicklerville Rd,"Restaurants,Pizza Place,Pizza",Sicklerville,US,39.712646,-74.96236999999999,11.95,11.95,Pan Cheese Pizza With One Ingredient,Giovanni's Pizzeria,8081,NJ
