,address,categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
826,50 N Valle Verde Dr,"Asian Restaurant,Asian Restaurant Green Valley South",Henderson,US,36.030186,-115.06311000000001,10.0,10.0,9th Island Pizza,Buddha Belly Deli,89074,NV
827,3558 W Pinhook Rd,Mexican Restaurant,Lafayette,US,30.16026623,-91.9915483,4.25,4.25,Mexican Pizza,Blue Agave Mexican Restaurant,70508,LA
829,31 S Arlington Ave,"Caf Hollins Park,American Restaurants,Restaurants,Caf��,Café",Baltimore,US,39.287831,-76.635059,5.0,5.0,Cheese Personal Pizza,Goodfella's Cafe,21223,MD
830,487 S Business Route 5,"Restaurant,Pizza Place",Camdenton,US,38.015007000000004,-92.75593,11.59,11.59,Cheese Pizza,Caseys Carry Out Pizza,65020,MO
831,487 S Business Route 5,"Restaurant,Pizza Place",Camdenton,US,38.015007000000004,-92.75593,2.99,2.99,Mini Pizza Bites,Caseys Carry Out Pizza,65020,MO
832,487 S Business Route 5,"Restaurant,Pizza Place",Camdenton,US,38.015007000000004,-92.75593,1.99,1.99,Pizza By The Slice,Caseys Carry Out Pizza,65020,MO
833,487 S Business Route 5,"Restaurant,Pizza Place",Camdenton,US,38.015007000000004,-92.75593,15.99,15.99,Specialty Pizza,Caseys Carry Out Pizza,65020,MO
834,293 Saint Georges Ave,Diner,Rahway,US,40.595734,-74.29025,22.0,22.0,Bistecca Alla Pizzaiola,Galaxy Diner,7065,NJ
836,293 Saint Georges Ave,Diner,Rahway,US,40.595734,-74.29025,9.0,9.0,Pizza Burger,Galaxy Diner,7065,NJ
837,134 N Wayne Ave,Restaurant,Wayne,US,40.045303999999994,-75.388245,19.0,19.0,Covaccino Pizza,Vecchia - Wayne,19087,Saint Davids
838,134 N Wayne Ave,Restaurant,Wayne,US,40.045303999999994,-75.388245,12.0,12.0,Margarita Pizza,Vecchia - Wayne,19087,Saint Davids
839,134 N Wayne Ave,Restaurant,Wayne,US,40.045303999999994,-75.388245,9.0,9.0,Marinara Pizza (tomato Pie),Vecchia - Wayne,19087,Saint Davids
840,134 N Wayne Ave,Restaurant,Wayne,US,40.045303999999994,-75.388245,12.0,12.0,Nutella Pizza,Vecchia - Wayne,19087,Saint Davids
841,134 N Wayne Ave,Restaurant,Wayne,US,40.045303999999994,-75.388245,11.0,11.0,White Pizza,Vecchia - Wayne,19087,Saint Davids
842,1 Station Plz,"Restaurant,American Restaurant,Sandwich Place,Bar",Rye,US,40.986231,-73.678849,12.0,12.0,Breakfast Pizza,Rye Grill and Bar,10580,NY
843,1 Station Plz,"Restaurant,American Restaurant,Sandwich Place,Bar",Rye,US,40.986231,-73.678849,10.0,10.0,Breakfast Pizza,Rye Grill and Bar,10580,NY
844,5300 N Braeswood Blvd,"Pizza Place and Italian Restaurant Meyerland Area,Restaurants",Houston,US,29.679040000000004,-95.47744,14.99,10.99,Greek Pizza,La Fresca Pizza,77096,TX
845,5300 N Braeswood Blvd,"Pizza Place and Italian Restaurant Meyerland Area,Restaurants",Houston,US,29.679040000000004,-95.47744,14.99,10.99,Mediterranean Pizza,La Fresca Pizza,77096,TX
846,1716 Liberty Rd,"American Restaurant,Wine Bar and American Restaurant,Wine Bar,Food and Beverage",Sykesville,US,39.399491999999995,-76.934053,9.0,9.0,Breakfast Pizza,The County Cork Wine Pub,21784,MD
847,1716 Liberty Rd,"American Restaurant,Wine Bar and American Restaurant,Wine Bar,Food and Beverage",Sykesville,US,39.399491999999995,-76.934053,8.0,8.0,Breakfast Pizza,The County Cork Wine Pub,21784,MD
853,2404 Sunnyside Dr,"Harbor / Marina,Cadillac Restaurants",Cadillac,US,44.232479,-85.448498,7.95,7.95,10 Inches Pizza Cheese,The Marina,49601,MI
854,2404 Sunnyside Dr,"Harbor / Marina,Cadillac Restaurants",Cadillac,US,44.232479,-85.448498,16.95,16.95,16 Inches Pizza Cheese,The Marina,49601,MI
858,4100 Crain Hwy,"Restaurants,Take Out Restaurants,Bar & Grills,American Restaurants,Hamburgers & Hot Dogs,Family Style Restaurants,American Restaurant,Bars & Clubs,Bars & Pubs,Bars Clubs,Bars Pubs,Lounges,American",Bowie,US,38.94743,-76.71815,6.99,6.99,Veggie Patch Pizza,Applebee's,20716,South Bowie
860,257 Main St,Pizza Place,Wareham,US,41.75920526,-70.71649555,4.5,4.5,Cheese Pizza,Minervas,2571,MA
861,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,15.0,15.0,Bbq Chicken Pizza,Two Brothers Pizza,92648,CA
862,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,14.5,14.5,Broccoli and Tomato Pizza,Two Brothers Pizza,92648,CA
863,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,15.0,15.0,Buffalo Chicken Pizza,Two Brothers Pizza,92648,CA
864,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,9.49,9.49,Cheese Pizza,Two Brothers Pizza,92648,CA
865,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,8.5,8.5,Hawaiian Pizza,Two Brothers Pizza,92648,CA
866,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,15.5,15.5,Meat Lovers Pizza,Two Brothers Pizza,92648,CA
867,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,5.0,5.0,Pizza Burger,Two Brothers Pizza,92648,CA
868,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,5.5,5.5,Pizza Steak,Two Brothers Pizza,92648,CA
869,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,11.25,11.25,Sicilian Cheese Pizza,Two Brothers Pizza,92648,CA
870,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,17.5,17.5,Sicilian Works Pizza,Two Brothers Pizza,92648,CA
871,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,12.5,12.5,Two Brothers Special Pizza,Two Brothers Pizza,92648,CA
872,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,8.5,8.5,White Bacon and Tomato Pizza,Two Brothers Pizza,92648,CA
873,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,13.0,13.0,White Broccoli and Tomato Pizza,Two Brothers Pizza,92648,CA
874,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,15.5,15.5,White Veggie Pizza,Two Brothers Pizza,92648,CA
875,19065 Beach Blvd,Pizza Place,Huntington Beach,US,33.68510357,-117.99037460000001,10.5,10.5,Works Pizza,Two Brothers Pizza,92648,CA
876,275 N Morton St,"Take Out Restaurants,Restaurants,Pizza",Franklin,US,39.48296,-86.06385999999999,20.99,20.99,Add To Large Pizzas,Papa John's Pizza,46131,Bengal
877,275 N Morton St,"Take Out Restaurants,Restaurants,Pizza",Franklin,US,39.48296,-86.06385999999999,12.0,12.0,Any Large Pizza,Papa John's Pizza,46131,Bengal
878,275 N Morton St,"Take Out Restaurants,Restaurants,Pizza",Franklin,US,39.48296,-86.06385999999999,21.0,21.0,Medium Pizza Offers,Papa John's Pizza,46131,Bengal
879,9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.21173190000002,8.0,8.0,Margherita Flatbread Pizza,Brix Wine Café,98034,Kingsgate
880,9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.21173190000002,9.0,9.0,Pesto Chicken and Artichoke Flatbread Pizza,Brix Wine Café,98034,Kingsgate
881,9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.21173190000002,8.5,8.5,Prosciutto and Arugula Flatbread Pizza,Brix Wine Café,98034,Kingsgate
882,1705 N. Cuernavaca Dr.,"Restaurant,Breakfast & Brunch,Gastropub,Convenience Store and Gastropub,Convenience Store",Austin,US,30.34038,-97.86338,6.0,6.0,Wood Oven Cheese Pizza,The 263 Restaurant & Provisions,78733,TX
883,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,10.99,10.99,Deep Dish Pizza,Hungry Howie's Pizza,48009,MI
884,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,0.69,0.69,Junior Pizza,Hungry Howie's Pizza,48009,MI
885,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,9.99,9.99,Large Pizza,Hungry Howie's Pizza,48009,MI
886,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,7.99,7.99,Medium Pizza,Hungry Howie's Pizza,48009,MI
887,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,7.99,7.99,Medium Thin Crust Pizza,Hungry Howie's Pizza,48009,MI
888,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,6.99,6.99,Pizza Sub,Hungry Howie's Pizza,48009,MI
889,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,6.99,6.99,Pizza Sub Deluxe,Hungry Howie's Pizza,48009,MI
890,33901 Woodward Ave,"Take Out Restaurants,Restaurants,Pizza Place,Pizza",Birmingham,US,42.53826,-83.20606,5.99,5.99,Small Pizza,Hungry Howie's Pizza,48009,MI
891,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,15.95,15.95,Bbq Chicken Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
893,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,15.95,15.95,Buffalo Chicken Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
894,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,14.95,14.95,Hawaiian Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
895,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,14.95,14.95,Marguerita Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
896,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,16.95,16.95,Staten Island Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
897,15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,16.95,16.95,Veggie Pizza,Mama's Pizza & Restaurant,28104,Wesley Chapel
898,1515 Pease St,"Restaurant Management & Consultants,Caribbean Restaurant,Caribbean Restaurants",Houston,US,29.749113,-95.364468,9.0,9.0,Calabash Island Pizza,Calabash Island Eats,77002,TX
899,1515 Pease St,"Restaurant Management & Consultants,Caribbean Restaurant,Caribbean Restaurants",Houston,US,29.749113,-95.364468,9.0,9.0,Calabash Pizza,Calabash Island Eats,77002,TX
900,440 Park Ave S,"Restaurant,Pizza Place",New York,US,40.744049,-73.983838,118.99,118.99,Pizza,California Pizza Kitchen - Nyc,10016,Nyc
901,440 Park Ave S,"Restaurant,Pizza Place",New York,US,40.744049,-73.983838,15.49,15.49,The Original Bbq Chicken Pizza,California Pizza Kitchen - Nyc,10016,Nyc
902,150 Laishley Ct,"Restaurant,business attorneys",Punta Gorda,US,26.938990999999998,-82.050733,12.0,12.0,Flat Bread Pizza,Laishley Crab House,33950,FL
903,78 Speedwell Ave,"Chinese Restaurant,Restaurant",Morristown,US,40.800338,-74.482058,9.0,9.0,Seafood Pizza,Mr. Chung's,7960,NJ
904,78 Speedwell Ave,"Chinese Restaurant,Restaurant",Morristown,US,40.800338,-74.482058,9.0,9.0,Seafood Pizza,Mr. Chung's,7960,NJ
905,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,12.5,12.5,Artichoke Pizza,Bodrum Turkish Mediterranean,10024,Nyc
906,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,9.95,9.95,Margherita Pizza,Bodrum Turkish Mediterranean,10024,Nyc
907,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,11.95,11.95,Mediterranean Pizza,Bodrum Turkish Mediterranean,10024,Nyc
908,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,11.95,11.95,Mushroom Pizza,Bodrum Turkish Mediterranean,10024,Nyc
909,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,10.95,10.95,Pepperoni Pizza,Bodrum Turkish Mediterranean,10024,Nyc
910,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,11.95,11.95,Spicy Sausage Pizza,Bodrum Turkish Mediterranean,10024,Nyc
911,584 Amsterdam Ave,Restaurant,New York,US,40.789204999999995,-73.973906,12.95,12.95,White Pizza,Bodrum Turkish Mediterranean,10024,Nyc
912,30 Littleton Rd,Pizza Place,Ayer,US,42.552096999999996,-71.56770300000001,21.99,21.99,Party Pizza,Lazy Mary's,1432,Fort Devens
914,13440 22 Mile Rd,Pizza Place,Utica,US,42.65518344,-82.99560353,10.99,10.99,Pizza Fries,American Pie,48315,MI
917,5328 Main Saint (rt 53),Pizza Place,Lisle,US,41.788221,-88.07471538,4.39,4.39,Pizza Burger,Passero's Pizza,60532,IL
918,5328 Main Saint (rt 53),Pizza Place,Lisle,US,41.788221,-88.07471538,2.79,2.79,Pizza Puff,Passero's Pizza,60532,IL
919,600 N Colony Rd,Chinese Restaurant,Wallingford,US,41.469563,-72.81671999999999,3.5,3.5,Scallion Pancakes (chinese Pizza),Panda Garden,6492,CT
920,2202 Ogden Ave,Restaurant,Aurora,US,41.732212,-88.26191,4.99,4.99,Pizza Puff,Mr. Broast,60504,IL
921,8122 Guide Meridian Rd,"Restaurants,Pizza Place",Lynden,US,48.936131,-122.48222709999999,17.99,17.99,1 Topping Pizza,Milt's Pizza Place Llc,98264,WA
922,8122 Guide Meridian Rd,"Restaurants,Pizza Place",Lynden,US,48.936131,-122.48222709999999,6.49,4.49,Dessert Pizza,Milt's Pizza Place Llc,98264,WA
923,8122 Guide Meridian Rd,"Restaurants,Pizza Place",Lynden,US,48.936131,-122.48222709999999,4.99,4.99,Mini Pizza,Milt's Pizza Place Llc,98264,WA
924,8122 Guide Meridian Rd,"Restaurants,Pizza Place",Lynden,US,48.936131,-122.48222709999999,4.99,4.49,Pizza Bread,Milt's Pizza Place Llc,98264,WA
925,8122 Guide Meridian Rd,"Restaurants,Pizza Place",Lynden,US,48.936131,-122.48222709999999,22.99,12.49,Taco Pizza,Milt's Pizza Place Llc,98264,WA
926,3906 S 12th St,"Pizza,Restaurants,Restaurant Delivery Service,Food Delivery Service,Pizza Place",Tacoma,US,47.24998,-122.48963,4.49,4.49,Pizza Bread Slices,Pizza Time,98405,WA
927,3906 S 12th St,"Pizza,Restaurants,Restaurant Delivery Service,Food Delivery Service,Pizza Place",Tacoma,US,47.24998,-122.48963,5.49,5.49,With Pizza Cheese,Pizza Time,98405,WA
928,859 Belmont Ave S W,Pizza Place,Albany,US,44.59057117,-123.1109365,6.95,6.95,Taco Pizza,Ciddici's,97321,OR
930,340 W Broad St,"Restaurant,Pizza Place",Burlington,US,40.075024,-74.865974,2.0,2.0,Pizza Slice,Francesco Pizzeria and Ristorante,8016,Burlngtn City
931,340 W Broad St,"Restaurant,Pizza Place",Burlington,US,40.075024,-74.865974,13.95,13.95,Sicilian Cheese Pizza,Francesco Pizzeria and Ristorante,8016,Burlngtn City
932,340 W Broad St,"Restaurant,Pizza Place",Burlington,US,40.075024,-74.865974,10.5,10.5,White Pizza,Francesco Pizzeria and Ristorante,8016,Burlngtn City
933,420 N Middletown Rd,"Seafood Restaurants,Bar and Grills,Greek Restaurants,Mediterranean Restaurants,Caterers,Restaurants,Restaurant,Mediterranean Restaurant",Pearl River,US,41.074290000000005,-74.01288000000001,9.95,9.95,Margherita Pizza,AquaTerra Grille,10965,NY
934,420 N Middletown Rd,"Seafood Restaurants,Bar and Grills,Greek Restaurants,Mediterranean Restaurants,Caterers,Restaurants,Restaurant,Mediterranean Restaurant",Pearl River,US,41.074290000000005,-74.01288000000001,9.95,9.95,Margherita Pizza,AquaTerra Grille,10965,NY
938,550 Main St,"Food And Dining,Restaurant Central Business District,Restaurant,Cincinnati Restaurants",Cincinnati,US,39.102779999999996,-84.51006,3.95,3.95,Pizza Burger,Cafe Americana,45202-5211,OH
939,550 Main St,"Food And Dining,Restaurant Central Business District,Restaurant,Cincinnati Restaurants",Cincinnati,US,39.102779999999996,-84.51006,4.95,4.95,Pizza or Mushroom Hoagie,Cafe Americana,45202-5211,OH
941,1325 Us Highway 206,"Sushi Restaurant,Chinese Restaurant,Chinese Restaurant and Sushi Restaurant",Skillman,US,40.404377000000004,-74.64941400000001,9.0,9.0,Sushi Pizza,Ya Ya Noodles Chinese Restaurant,8558,NJ
942,1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,8.6,8.6,4. Pizza Cheese Steak,Penn State Sub Shop #3,16803,PA
943,1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,7.5,7.5,Cheese Pizza,Penn State Sub Shop #3,16803,PA
944,1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,7.95,7.95,Pizza Sub,Penn State Sub Shop #3,16803,PA
945,1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,6.25,6.25,Pizza Sub Wrap,Penn State Sub Shop #3,16803,PA
946,980 Razorback Dr,"Restaurants,Bars Clubs,Bars Pubs,American Restaurant,Bars & Clubs,Bars & Pubs",Houghton,US,47.112873,-88.58666,6.99,6.99,Veggie Patch Pizza,Applebee's,49931,MI
947,2420 Columbia House Blvd,"Restaurants,American Restaurants",Vancouver,US,45.618797,-122.64629,8.95,8.95,Cheese Pizza,Freshii,98661,WA
948,2420 Columbia House Blvd,"Restaurants,American Restaurants",Vancouver,US,45.618797,-122.64629,5.5,5.5,Pepperoni Pizza,Freshii,98661,WA
949,2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.99,12.99,"Chicken, Spinach Bacon Pizza",Bravo Cucina Italiana - Willow Grove,19090,PA
950,2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,11.49,11.49,Margherita Pizza,Bravo Cucina Italiana - Willow Grove,19090,PA
951,2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.29,12.29,Pepperoni Classica Pizza,Bravo Cucina Italiana - Willow Grove,19090,PA
952,2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,10.99,10.99,Prosciutto Fennel Pizza,Bravo Cucina Italiana - Willow Grove,19090,PA
953,2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.99,12.99,Sicilian Pizza,Bravo Cucina Italiana - Willow Grove,19090,PA
954,428 Springfield Ave,Restaurant,Berkeley Heights,US,40.684810999999996,-74.438187,10.0,10.0,Grilled Flatbread Pizza,Delicious Heights Berkley Heights,7922,NJ
955,222 E Main St,"Mexican Restaurant,American Restaurant,Coffee Shops,Breakfast Brunch & Lunch Restaurants,,Cafeterias,Restaurants",Mount Kisco,US,41.20270479,-73.72645245,8.75,8.75,Pizza Burger,Mango Cafe,10549,NY
956,7625 N Union Blvd,"Sports Bar,Bar,Karaoke Bar",Colorado Springs,US,38.94356982,-104.7741287,13.95,13.95,Good Company Fiesta Pizza,Good Company Bar,80920,Colorado Spgs
958,7625 N Union Blvd,"Sports Bar,Bar,Karaoke Bar",Colorado Springs,US,38.94356982,-104.7741287,12.95,12.95,Kickin Chicken Pizza,Good Company Bar,80920,Colorado Spgs
960,7625 N Union Blvd,"Sports Bar,Bar,Karaoke Bar",Colorado Springs,US,38.94356982,-104.7741287,13.95,13.95,Meat Lovers Pizza,Good Company Bar,80920,Colorado Spgs
962,7625 N Union Blvd,"Sports Bar,Bar,Karaoke Bar",Colorado Springs,US,38.94356982,-104.7741287,10.95,10.95,Wild Ranch Pizza,Good Company Bar,80920,Colorado Spgs
964,4144 Erie St,Bar,Willoughby,US,41.63995811,-81.40695065,7.0,7.0,Make Your Own Pizza,The Wild Goose,44094,Willoughby Hills
965,3701 N E 163rd St,Restaurant,North Miami Beach,US,25.926231,-80.16354,15.0,15.0,Margherita Pizza,The Tuck Room-north Miami,33160,Miami
966,3701 N E 163rd St,Restaurant,North Miami Beach,US,25.926231,-80.16354,16.0,16.0,Roasted Mushroom Pizza,The Tuck Room-north Miami,33160,Miami
967,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Artichoke Combo Pizza,City Pizza,12010,West Glenville
968,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Carnivore Pizza,City Pizza,12010,West Glenville
969,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Chicken Gourmet Pizza,City Pizza,12010,West Glenville
970,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Chicken Supreme Pizza,City Pizza,12010,West Glenville
971,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,City Combo Pizza,City Pizza,12010,West Glenville
972,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,City Special Pizza,City Pizza,12010,West Glenville
973,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Gourmet Spinach Pizza,City Pizza,12010,West Glenville
974,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Greek Combo Pizza,City Pizza,12010,West Glenville
975,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Hawaiian Pizza,City Pizza,12010,West Glenville
976,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Pesto Pizza,City Pizza,12010,West Glenville
977,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,5.99,5.99,Pizza Sandwich,City Pizza,12010,West Glenville
978,1370 Riverfront Ctr,Pizza Place,Amsterdam,US,42.93636,-74.18918000000001,6.49,6.49,Vegetarian Pizza,City Pizza,12010,West Glenville
979,750 W High St,Pizza Place,Pottstown,US,40.2467435,-75.67882862,4.25,4.25,Pizza Fries,Nick's Pizza,19464,PA
980,4050 E 82nd St,Restaurant,Indianapolis,US,39.907755,-86.09747800000001,16.0,16.0,St. Elmo Prime Rib Pizza,Harry & Izzy's - Northside,46250,IN
981,4050 E 82nd St,Restaurant,Indianapolis,US,39.907755,-86.09747800000001,12.0,12.0,Thin Crust Pizza,Harry & Izzy's - Northside,46250,IN
982,283 U.S. 22,Diner,Califon,US,40.640364,-74.796613,5.49,5.49,Pizza,Spinning Wheel Diner,7830,NJ
983,51 Commercial Ave,"Sandwich Place,Deli / Bodega,Restaurants,Bagels,Deli / Bodega, Coffee Shop, and Sandwich Place,Coffee Shop,Delicatessens",New Brunswick,US,40.48803,-74.43908,5.99,5.99,Pizza Steak,Park Deli Too,8901,NJ
986,26601 Aliso Creek Rd,"Restaurant,Bagel Shop,Bagel Shop, Caf, and Coffee Shop,Caf,Coffee Shop,Café,Restaurants,Breakfast Brunch & Lunch Restaurants,,Coffee & Espresso Restaurants,Sandwich Shops,Bagels",Aliso Viejo,US,33.57563,-117.72453,5.99,5.99,Bbq Chicken Pizza,Bagels & Brew,92656,CA
987,26601 Aliso Creek Rd,"Restaurant,Bagel Shop,Bagel Shop, Caf, and Coffee Shop,Caf,Coffee Shop,Café,Restaurants,Breakfast Brunch & Lunch Restaurants,,Coffee & Espresso Restaurants,Sandwich Shops,Bagels",Aliso Viejo,US,33.57563,-117.72453,3.99,3.99,Cheese Pizza,Bagels & Brew,92656,CA
988,26601 Aliso Creek Rd,"Restaurant,Bagel Shop,Bagel Shop, Caf, and Coffee Shop,Caf,Coffee Shop,Café,Restaurants,Breakfast Brunch & Lunch Restaurants,,Coffee & Espresso Restaurants,Sandwich Shops,Bagels",Aliso Viejo,US,33.57563,-117.72453,1.55,1.55,Pizza Bagel,Bagels & Brew,92656,CA
989,1066 Hanes Mall Blvd,Pizza Place and Italian Restaurant,Winston Salem,US,36.06917764,-80.32186568,7.95,7.95,Pizza Bianco,Mario's Pizza,27103,Hanes
990,1066 Hanes Mall Blvd,Pizza Place and Italian Restaurant,Winston Salem,US,36.06917764,-80.32186568,3.0,3.0,Pizza By The Slice,Mario's Pizza,27103,Hanes
991,1066 Hanes Mall Blvd,Pizza Place and Italian Restaurant,Winston Salem,US,36.06917764,-80.32186568,1.0,1.0,Pizza Toppings,Mario's Pizza,27103,Hanes
992,222 And 222a Prospect W,"Bagel Shop,Bagel Shop South Slope",Brooklyn,US,40.66001973,-73.980779,2.75,2.75,Pizza Bagel,Terrace Bagel,11215,NY
993,222 And 222a Prospect W,"Bagel Shop,Bagel Shop South Slope",Brooklyn,US,40.66001973,-73.980779,100.0,100.0,Steak Pizzaiola,Terrace Bagel,11215,NY
994,2417 Oneil Blvd,"Mckeesport Restaurants,Pizza Place",Mckeesport,US,40.351893,-79.82724,13.95,13.95,Garlic Pizza,Mama Pepino's Pizza,15131,PA
995,2417 Oneil Blvd,"Mckeesport Restaurants,Pizza Place",Mckeesport,US,40.351893,-79.82724,6.95,6.95,White Pizza,Mama Pepino's Pizza,15131,PA
996,3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,6.25,6.25,Create Your Own Pizza,Starbucks Coffee,94954,CA
997,3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,8.25,8.25,Pizzawich Monster Sub,Starbucks Coffee,94954,CA
998,3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,6.25,6.25,Plain Cheese Pizza,Starbucks Coffee,94954,CA
999,14933 Pulaski Rd,"BBQ Joint,Food,Restaurants,Food & Entertainment",Midlothian,US,41.620934000000005,-87.717489,4.5,4.5,Pizza Puff,Hog Wild,60445,IL
1000,9101 International Dr,Restaurant,Orlando,US,28.432958000000003,-81.471476,5.95,5.95,Cheese Flatbread Pizza,Maggiano's - Orlando,32819,FL
1001,9110 Selborne Ln,"American Restaurant,Restaurant",Palmetto,US,33.524691499999996,-84.7358228,9.0,9.0,Margherita Pizza,The Hil,30268,GA
1002,9110 Selborne Ln,"American Restaurant,Restaurant",Palmetto,US,33.524691499999996,-84.7358228,8.0,8.0,"Margherita Pizza, Tomatoes, Mozzarella and Basil",The Hil,30268,GA
1003,9110 Selborne Ln,"American Restaurant,Restaurant",Palmetto,US,33.524691499999996,-84.7358228,10.0,10.0,Wild Mushroom Pizza,The Hil,30268,GA
1004,6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,12.0,12.0,Caprese Pizza,Vinny's New York Pizza & Grill,30097,GA
1005,6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,13.0,13.0,Greek Pizza,Vinny's New York Pizza & Grill,30097,GA
1006,6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,13.0,13.0,Veggie Pizza,Vinny's New York Pizza & Grill,30097,GA
