,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
4949,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,20.99,20.99,Meatball Pizza,Pirates Pizza,89509,NV
4950,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Bbq Pizza (medium),Pirates Pizza,89509,NV
4951,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Vegetarian Pizza (large),Pirates Pizza,89509,NV
4952,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,7 Cheese Pizza (small),Pirates Pizza,89509,NV
4953,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Japanese Pizza (Large),Pirates Pizza,89509,NV
4954,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,20.99,20.99,Bbq Pizza (Large),Pirates Pizza,89509,NV
4955,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,20.99,20.99,Meatball Pizza (large),Pirates Pizza,89509,NV
4956,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,Greek Pizza,Pirates Pizza,89509,NV
4957,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,14.99,14.99,Hawaiian Pizza (Small),Pirates Pizza,89509,NV
4958,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,German Pizza (Medium),Pirates Pizza,89509,NV
4959,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,Mexican Pizza (Medium),Pirates Pizza,89509,NV
4960,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,German Pizza,Pirates Pizza,89509,NV
4961,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,20.99,20.99,Bbq Pizza (large),Pirates Pizza,89509,NV
4962,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Spaghetti and Meatball Pizza,Pirates Pizza,89509,NV
4963,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,Spaghetti and Meatball Pizza,Pirates Pizza,89509,NV
4964,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,Mexican Pizza,Pirates Pizza,89509,NV
4965,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,Russian Pizza,Pirates Pizza,89509,NV
4966,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Spaghetti and Meatball Pizza (Large),Pirates Pizza,89509,NV
4967,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Blt Pizza (Medium),Pirates Pizza,89509,NV
4968,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,7 Cheese Pizza (medium),Pirates Pizza,89509,NV
4969,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Mexican Pizza (large),Pirates Pizza,89509,NV
4970,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Hawaiian Pizza (medium),Pirates Pizza,89509,NV
4971,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Vegetarian Pizza (Large),Pirates Pizza,89509,NV
4972,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,14.99,14.99,Meatball Pizza (small),Pirates Pizza,89509,NV
4973,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,7 Cheese Pizza (Small),Pirates Pizza,89509,NV
4974,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,18.99,18.99,Mexican Pizza,Pirates Pizza,89509,NV
4975,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Meatball Pizza (Medium),Pirates Pizza,89509,NV
4976,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,Spaghetti and Meatball Pizza (medium),Pirates Pizza,89509,NV
4977,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,7 Cheese Pizza (large),Pirates Pizza,89509,NV
4978,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,18.99,18.99,Greek Pizza,Pirates Pizza,89509,NV
4979,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,German Pizza (small),Pirates Pizza,89509,NV
4980,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,20.99,20.99,Blt Pizza,Pirates Pizza,89509,NV
4981,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,14.99,14.99,Blt Pizza (small),Pirates Pizza,89509,NV
4982,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,15.99,15.99,BBQ Pizza,Pirates Pizza,89509,NV
4983,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Seafood Pizza (Large),Pirates Pizza,89509,NV
4984,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Vegetarian Pizza,Pirates Pizza,89509,NV
4985,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,7 Cheese Pizza,Pirates Pizza,89509,NV
4986,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,14.99,14.99,Hawaiian Pizza (small),Pirates Pizza,89509,NV
4987,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Greek Pizza,Pirates Pizza,89509,NV
4988,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,17.99,17.99,Bbq Pizza (Medium),Pirates Pizza,89509,NV
4989,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Spaghetti and Meatball Pizza,Pirates Pizza,89509,NV
4990,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,22.99,22.99,Mexican Pizza,Pirates Pizza,89509,NV
4991,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,16.99,16.99,Mexican Pizza (small),Pirates Pizza,89509,NV
4992,180 W Peckham Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Reno,US,39.487041999999995,-119.79786399999999,19.99,19.99,Seafood Pizza (medium),Pirates Pizza,89509,NV
4993,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,13.5,13.5,Angel Pizza,Layla Jones,11201,NY
4994,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,8.95,8.95,Plain Jane Pizza,Layla Jones,11201,NY
4995,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,19.95,19.95,Plain Jane Pizza,Layla Jones,11201,NY
4996,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,13.5,13.5,Margherita Primo Pizza,Layla Jones,11201,NY
4997,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,9.0,9.0,Chocolate Nutella Pizza,Layla Jones,11201,NY
4998,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,9.0,9.0,Chocolate Nutella Pizza,Layla Jones,11201,NY
4999,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,13.5,13.5,Wild Mushroom Pizza,Layla Jones,11201,NY
5000,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,13.5,13.5,Sweet Lou39s Lasagna Pizza,Layla Jones,11201,NY
5001,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,13.5,13.5,Grilled Portabella Pizza,Layla Jones,11201,NY
5002,214 Court St,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",Accommodation & Food Services,Brooklyn,US,40.686664,-73.99383,9.95,9.95,Pizza Lunch with Side Salad,Layla Jones,11201,NY
5003,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,27.99,27.99,"18"" One Top. Pizza & 10 Chicken Fingers",Angelina's Pizzeria,89052,NV
5004,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,16.99,16.99,Blt Pizza,Angelina's Pizzeria,89052,NV
5005,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,11.99,11.99,Vegetarian Pizza,Angelina's Pizzeria,89052,NV
5006,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,9.99,9.99,18ampquot Cheese Pizza Pick Up Special,Angelina's Pizzeria,89052,NV
5007,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,35.99,35.99,"16"" One Top. Pizza, 8 Chicken Fingers, 20 Chicken Wings & a 2 Liter Soda",Angelina's Pizzeria,89052,NV
5008,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,6.99,6.99,14ampquot Cheese Pizza Pick Up Special,Angelina's Pizzeria,89052,NV
5009,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,37.99,37.99,"24"" One Top. Pizza, 20 Chicken Wings & a 2 Liter Soda",Angelina's Pizzeria,89052,NV
5010,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,16.99,16.99,Mediterranean Pizza,Angelina's Pizzeria,89052,NV
5011,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,4.99,4.99,"8"" One Topping Pizza & 20 Oz. Soda",Angelina's Pizzeria,89052,NV
5012,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,7.99,7.99,16ampquot Cheese Pizza Pick Up Special,Angelina's Pizzeria,89052,NV
5013,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,13.99,13.99,"14"" One Topping Pizza & Garlic Balls",Angelina's Pizzeria,89052,NV
5014,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,17.99,17.99,"14"" One Topping Pizza & 5 Chicken Fingers",Angelina's Pizzeria,89052,NV
5015,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,15.99,15.99,Chicken Alfredo Pizza,Angelina's Pizzeria,89052,NV
5016,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,6.99,6.99,"14"" Cheese Pizza",Angelina's Pizzeria,89052,NV
5017,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,15.99,15.99,Buffalo Chicken Pizza,Angelina's Pizzeria,89052,NV
5018,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,25.99,25.99,"24"" Party Size Pizza with Up to 3 Toppings",Angelina's Pizzeria,89052,NV
5019,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,22.99,22.99,"18"" Specialty Or Gourmet Pizza & Order of Garlic Balls",Angelina's Pizzeria,89052,NV
5020,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,7.99,7.99,"16"" Cheese Pizza",Angelina's Pizzeria,89052,NV
5021,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,16.99,16.99,Cheeseburger Pizza,Angelina's Pizzeria,89052,NV
5022,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,11.99,11.99,Cherry Dessert Pizza,Angelina's Pizzeria,89052,NV
5023,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,32.99,32.99,"18"" Specialty Or Gourmet Pizza & 10 Chicken Fingers",Angelina's Pizzeria,89052,NV
5024,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,9.99,9.99,"18"" Cheese Pizza",Angelina's Pizzeria,89052,NV
5025,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,4.99,4.99,Cheese Pizza,Angelina's Pizzeria,89052,NV
5026,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,16.99,16.99,"14"" One Topping Pizza & 10 Chicken Wings",Angelina's Pizzeria,89052,NV
5027,835 Seven Hills Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,35.996804,-115.12424399999999,11.99,11.99,Strawberry Dessert Pizza,Angelina's Pizzeria,89052,NV
5028,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,17.95,17.95,Greek Pizza,A Brooklyn Pizzeria,92101,CA
5029,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,15.95,15.95,Brooklyn Bridge Pizza,A Brooklyn Pizzeria,92101,CA
5030,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,15.95,15.95,Chicken Ranch Pizza,A Brooklyn Pizzeria,92101,CA
5031,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,18.95,18.95,Tuscan Tomatoes Pizza,A Brooklyn Pizzeria,92101,CA
5032,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,18.95,18.95,Coney Island Deluxe Pizza,A Brooklyn Pizzeria,92101,CA
5033,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,13.95,13.95,Triple Pepperoni Pizza,A Brooklyn Pizzeria,92101,CA
5034,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,17.5,17.5,Brooklyn Veggie Pizza,A Brooklyn Pizzeria,92101,CA
5035,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,14.95,14.95,Greek Pizza,A Brooklyn Pizzeria,92101,CA
5036,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,15.95,15.95,Cihcken Bbq Pizza,A Brooklyn Pizzeria,92101,CA
5037,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,14.5,14.5,Sicilian Style Pizza,A Brooklyn Pizzeria,92101,CA
5038,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,21.95,21.95,Meat Stuff Pizza,A Brooklyn Pizzeria,92101,CA
5039,401 C St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,32.716570000000004,-117.16102,22.99,22.99,Pizza and Wings Special,A Brooklyn Pizzeria,92101,CA
5040,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,9.99,9.99,Cheese Pizza,Dante's Italian Eatery,75202,TX
5041,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,3.69,3.69,1 Topping Pizza Slice,Dante's Italian Eatery,75202,TX
5042,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,3.99,3.99,2 Topping Pizza Slice,Dante's Italian Eatery,75202,TX
5043,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,2.99,2.99,Cheese Pizza Slice,Dante's Italian Eatery,75202,TX
5044,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,10.99,10.99,Pepperoni Pizza,Dante's Italian Eatery,75202,TX
5045,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,14.99,14.99,Dante39s Supreme Pizza,Dante's Italian Eatery,75202,TX
5046,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,3.99,3.99,Meat Lover Pizza Slice,Dante's Italian Eatery,75202,TX
5047,208 N Market St,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Dallas,US,32.780666,-96.806166,12.99,12.99,Chicken Alfredo Pizza,Dante's Italian Eatery,75202,TX
5048,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,22.0,22.0,18ampquot Meatball Parm Pizza,Baker's Pizza,10009,NY
5049,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,4.0,4.0,Meatball Parm Pizza Slice,Baker's Pizza,10009,NY
5050,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,21.0,21.0,18ampquot Baker39s Pizza,Baker's Pizza,10009,NY
5051,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,22.0,22.0,18ampquot Tartufo Pizza,Baker's Pizza,10009,NY
5052,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,18ampquot BampB Pizza,Baker's Pizza,10009,NY
5053,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,4.25,4.25,Meatball Parm Pizza Slice,Baker's Pizza,10009,NY
5054,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,18ampquot Pesto Eggplant Pizza,Baker's Pizza,10009,NY
5055,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,21.0,21.0,18ampquot Margherita Pizza,Baker's Pizza,10009,NY
5056,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,Chinese New Year Pizza,Baker's Pizza,10009,NY
5057,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,4.0,4.0,SpeckTacular Pizza Slice,Baker's Pizza,10009,NY
5058,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,18ampquot Spicy Hawaiian Pizza,Baker's Pizza,10009,NY
5059,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,18ampquot Meatball Parm Pizza,Baker's Pizza,10009,NY
5060,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,3.0,3.0,Cheese Pizza Slice,Baker's Pizza,10009,NY
5061,201 Avenue A,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.729476,-73.98124399999999,20.0,20.0,Supreme Pizza,Baker's Pizza,10009,NY
5062,1040 S Washington Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Scranton,US,41.399429,-75.674653,14.25,14.25,Bruchetta Pizza,Alfredo's Pizza Cafe,18505,PA
5063,1040 S Washington Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Scranton,US,41.399429,-75.674653,6.95,6.95,Thin and Crispy (personal Pizza),Alfredo's Pizza Cafe,18505,PA
5064,407 2nd St,"Restaurant,Pizza Place",Accommodation & Food Services,Hudson,US,44.974094,-92.757116,11.25,11.25,Pizza Di Bricks,Bricks Neapolitan Pizza,54016,WI
5065,7120 E Becker Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,33.583141999999995,-111.92732099999999,12.5,12.5,Lucia Pizza,Il Bosco,85254,AZ
5066,7120 E Becker Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,33.583141999999995,-111.92732099999999,12.5,12.5,Mia Pizza,Il Bosco,85254,AZ
5067,7120 E Becker Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,33.583141999999995,-111.92732099999999,11.0,11.0,Maria Pizza,Il Bosco,85254,AZ
5068,7120 E Becker Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,33.583141999999995,-111.92732099999999,11.5,11.5,Elana Pizza,Il Bosco,85254,AZ
5069,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,5.95,5.95,"2 Slices of Pizza, Salad and Soda",Lamppost Pizza,91350,CA
5070,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,17.95,17.95,One Medium Cheese Pizza and 8 Pieces Buffalo Wings,Lamppost Pizza,91350,CA
5071,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,15.95,15.95,2Topping Pizza,Lamppost Pizza,91350,CA
5072,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,13.95,13.95,Cheese Pizza,Lamppost Pizza,91350,CA
5073,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,15.95,15.95,Lamppost Vegetarian Specialty Pizza,Lamppost Pizza,91350,CA
5074,27661 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Santa Clarita,US,34.443173,-118.51068500000001,14.95,14.95,1Topping Pizza,Lamppost Pizza,91350,CA
5075,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,14.49,14.49,Small Pizza,Lamppost Pizza,92253,CA
5076,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,8.3,8.3,Cheese Pizza Teaser,Lamppost Pizza,92253,CA
5077,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,8.79,8.79,Margherita Pizza Teaser,Lamppost Pizza,92253,CA
5078,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,2.99,2.99,Pizza Slice Special,Lamppost Pizza,92253,CA
5079,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,10.99,10.99,Creamy Garlic Veggie Pizza,Lamppost Pizza,92253,CA
5080,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,10.99,10.99,Mediterranean Pizza,Lamppost Pizza,92253,CA
5081,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,10.99,10.99,Veggie Jackson Pizza,Lamppost Pizza,92253,CA
5082,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,10.99,10.99,The Linebacker Pizza,Lamppost Pizza,92253,CA
5083,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,10.99,10.99,Allstar Chicken Pizza,Lamppost Pizza,92253,CA
5084,78772 Highway 111,"Restaurant,Pizza Place",Accommodation & Food Services,La Quinta,US,33.712078999999996,-116.29091899999999,27.99,27.99,Taco Pizza,Lamppost Pizza,92253,CA
5085,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,27.55,27.55,Ultimate Meat Pizza,Abby's Legendary Pizza,97132,OR
