,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
0,4203 E Kiehl Ave,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Sherwood,US,34.8323,-92.1838,7.98,7.98,Cheese Pizza,Shotgun Dans Pizza,72120,AR
1,25 E Camelback Rd,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,33.509266,-112.073044,6.0,6.0,Pizza Cookie,Sauce Pizza Wine,85012,AZ
2,3703 Paxton Ave,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cincinnati,US,39.144883,-84.43268499999999,6.49,6.49,Pizza Blanca,Mios Pizzeria,45209,OH
3,30495 John R Rd,"Pizza,Carry-out food,Pizza Place,Restaurants",Accommodation & Food Services,Madison Heights,US,42.516669,-83.10663000000001,5.99,5.99,Small Pizza,Hungry Howies Pizza,48071,MI
4,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,39.28663,-76.56698399999999,5.49,5.49,Pizza Sub,Spartan Pizzeria,21224,MD
5,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,39.28663,-76.56698399999999,10.99,10.99,White Pizza,Spartan Pizzeria,21224,MD
6,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,37.875496000000005,-122.260345,4.99,4.99,Two Topping Pizza,La Vals,94709,CA
7,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,37.875496000000005,-122.260345,5.39,5.39,Three Or More Topping Pizza,La Vals,94709,CA
8,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,30.537096999999996,-84.21515600000001,2.5,2.5,Pizza,Brickyard Pizza,32309,FL
9,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,30.537096999999996,-84.21515600000001,11.99,11.99,Pizza,Brickyard Pizza,32309,FL
10,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,42.912878000000006,-85.566939,7.43,7.43,Kids Cheese Pizza,Carrabbas Italian Grill,49512,MI
11,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,42.912878000000006,-85.566939,18.21,18.21,Create Your Own Pizza,Carrabbas Italian Grill,49512,MI
12,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,42.912878000000006,-85.566939,15.92,15.92,Prosciutto Arugula Pizza,Carrabbas Italian Grill,49512,MI
13,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,42.912878000000006,-85.566939,7.43,7.43,Kids Pepperoni Pizza,Carrabbas Italian Grill,49512,MI
14,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,34.137502000000005,-117.86533100000001,22.0,22.0,Three Cheese Pizza,Domenicos Jr,91741,CA
15,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,34.137502000000005,-117.86533100000001,11.5,11.5,Three Cheese Pizza,Domenicos Jr,91741,CA
16,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,34.137502000000005,-117.86533100000001,7.0,7.0,Pizza Sandwich,Domenicos Jr,91741,CA
17,965 N Resler Dr,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,El Paso,US,31.862409000000003,-106.558431,5.0,5.0,HotNReady Large Pizza,Little Caesars Pizza,79912,TX
18,8111 Rowlock Way,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Raleigh,US,35.884857000000004,-78.737707,11.99,11.99,"15"" Plain Cheese Pizza",Tonys Pizza,27613,NC
19,4111 Main St,"Pizza,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Philadelphia,US,40.022413,-75.218579,4.5,4.5,Pizza Fries,Mikes Pizza,19127,PA
20,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,29.974032,-90.100317,12.25,12.25,Bacon & Blue Cheese Pizza,Theos Neighborhood Pizza,70119,LA
21,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,29.974032,-90.100317,12.25,12.25,Chicken Pesto Pizza,Theos Neighborhood Pizza,70119,LA
22,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,29.974032,-90.100317,13.5,13.5,Big Dave's Buffalo Chicken Pizza,Theos Neighborhood Pizza,70119,LA
23,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,29.046703000000004,-81.30381700000001,4.89,4.89,Pizza Sub,Hungry Howies Pizza,32720,FL
24,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,29.046703000000004,-81.30381700000001,6.99,6.99,1 Topping Pizza,Hungry Howies Pizza,32720,FL
25,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,29.046703000000004,-81.30381700000001,19.99,19.99,Plue 2 liter Soda with 2ampcomma Pizza,Hungry Howies Pizza,32720,FL
26,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,29.046703000000004,-81.30381700000001,5.0,5.0,Each 2nd Pizza,Hungry Howies Pizza,32720,FL
27,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,11.75,11.75,12ampquot White Pizza,Salvos Pizzabar,10075,NY
28,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,3.75,3.75,2 Topping Pizza Slice,Salvos Pizzabar,10075,NY
29,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,3.5,3.5,1 Topping Pizza Slice,Salvos Pizzabar,10075,NY
30,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,19.25,19.25,16ampquot Buffalo Chicken Pizza,Salvos Pizzabar,10075,NY
31,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,16.95,16.95,16ampquot Margherita Pizza,Salvos Pizzabar,10075,NY
32,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,12.5,12.5,12ampquot Hawaiian Pizza,Salvos Pizzabar,10075,NY
33,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,17.75,17.75,16ampquot White Pizza,Salvos Pizzabar,10075,NY
34,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,11.75,11.75,12ampquot Eggplant Pizza,Salvos Pizzabar,10075,NY
35,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,12.5,12.5,12ampquot Meat Lovers Pizza,Salvos Pizzabar,10075,NY
36,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,13.75,13.75,16ampquot Cheese Pizza,Salvos Pizzabar,10075,NY
37,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,18.75,18.75,16ampquot Veggie Pizza,Salvos Pizzabar,10075,NY
38,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,12.0,12.0,12ampquot Bufalina PIzza,Salvos Pizzabar,10075,NY
39,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,18.95,18.95,16ampquot Sicilian Pizza,Salvos Pizzabar,10075,NY
40,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,40.770825,-73.95102,19.75,19.75,16ampquot Chicken Parm Pizza,Salvos Pizzabar,10075,NY
41,9600 San Jose Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Jacksonville,US,30.204576,-81.785252,7.99,7.99,Large 3 Topping Pizza,Little Caesars Pizza,32257,FL
42,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Methi Mutter Malai Pizza,Curry on Crust,48187,MI
43,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Spicy Veg Pizza,Curry on Crust,48187,MI
44,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Gobi Munchurian Pizza,Curry on Crust,48187,MI
45,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Roasted Garlic Pizza,Curry on Crust,48187,MI
46,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Hari Mirch Pineapple Pizza,Curry on Crust,48187,MI
47,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Aaloo Gobi Pizza,Curry on Crust,48187,MI
48,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Margherita Pizza,Curry on Crust,48187,MI
49,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,42.322403,-83.488782,7.99,7.99,Achari Veg Pizza,Curry on Crust,48187,MI
50,1253 Jacklin Rd,"Pizza,Restaurant,Karaoke,Pizza Place,Restaurants",Accommodation & Food Services,Milpitas,US,37.4478,-121.8878,9.2,9.2,Cheese Pizza,Pizza Box,95035,CA
51,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,4.99,4.99,All Meat Stuffed Pizza Slice,Tonys Pizza Pit,12603,NY
52,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,18.99,18.99,Hawaiian Pizza,Tonys Pizza Pit,12603,NY
53,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,18.99,18.99,4Cheese Pizza,Tonys Pizza Pit,12603,NY
54,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,10.99,10.99,Gluten Free Cheese Pizza,Tonys Pizza Pit,12603,NY
55,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,19.99,19.99,Vegetable Stuffed Pizza Pie,Tonys Pizza Pit,12603,NY
56,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,41.696049,-73.901679,1.99,1.99,Cheese Pizza Slice,Tonys Pizza Pit,12603,NY
57,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,32.707464,-97.085036,6.95,6.95,Cheese Pizza,Italy Pizza Pasta Subs,76010,TX
58,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,32.707464,-97.085036,12.95,12.95,Supreme Pizza,Italy Pizza Pasta Subs,76010,TX
59,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,32.707464,-97.085036,1.0,1.0,Pizza Topping,Italy Pizza Pasta Subs,76010,TX
60,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,8.99,8.99,Pizza Sub Deluxe,Hungry Howies Pizza,85710,AZ
61,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,11.99,11.99,Veggie Pizza,Hungry Howies Pizza,85710,AZ
62,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,8.99,8.99,Howie Special Pizza,Hungry Howies Pizza,85710,AZ
63,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,11.99,11.99,Bacon Cheddar Cheeseburger Pizza,Hungry Howies Pizza,85710,AZ
64,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,8.49,8.49,Thin Crust Cheese Pizza,Hungry Howies Pizza,85710,AZ
65,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,11.99,11.99,Howie Maui Pizza,Hungry Howies Pizza,85710,AZ
66,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,5.99,5.99,Cheese Pizza,Hungry Howies Pizza,85710,AZ
67,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,32.223015000000004,-110.82291299999999,7.99,7.99,Pizza Sub,Hungry Howies Pizza,85710,AZ
68,1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Washington Crossing,US,40.292365000000004,-74.872428,17.0,17.0,Nick's Specialty Pizza,Dominicks Pizzeria Italian Restaurant,18977,PA
69,1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Washington Crossing,US,40.292365000000004,-74.872428,21.0,21.0,Buffalo Wing Pizza,Dominicks Pizzeria Italian Restaurant,18977,PA
70,3860 N Long Lake Rd,Pizza Place,Accommodation & Food Services,Traverse City,US,44.757113000000004,-85.652529,10.49,10.49,Sauce and Cheese Pizza,Thats a Pizza,49684,MI
71,3860 N Long Lake Rd,Pizza Place,Accommodation & Food Services,Traverse City,US,44.757113000000004,-85.652529,4.85,4.85,Sauce and Cheese Pizza,Thats a Pizza,49684,MI
72,1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Michigan City,US,41.707275,-86.896541,12.05,12.05,Taco Pizza,Albanos Villa,46360,IN
73,1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Michigan City,US,41.707275,-86.896541,1.75,1.75,Pizza Sauce,Albanos Villa,46360,IN
74,1237 Greeley Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Warminster,US,40.213458,-75.070133,12.99,12.99,Gluten Free Tomato Pie Or Cheese Pizza,Tonys Place Bar and Grille,18974,PA
75,1237 Greeley Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Warminster,US,40.213458,-75.070133,9.25,9.25,Tony's Cheese Pizza,Tonys Place Bar and Grille,18974,PA
76,1237 Greeley Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Warminster,US,40.213458,-75.070133,5.95,5.95,Kids Cheese Pizza,Tonys Place Bar and Grille,18974,PA
77,121 E Seneca St,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Sherrill,US,43.076696000000005,-75.597597,1.5,1.5,Pizza Rolls,Sherrill New York Pizzeria,13461,NY
78,1321 E Colorado St,Pizza Place,Accommodation & Food Services,Glendale,US,34.142767,-118.236607,12.0,12.0,Supreme Pizza,Pizza Boy,91205,CA
79,550 Grant St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Denver,US,39.725069,-104.983255,19.99,19.99,Plain Pizza 24'',Cosmos Pizza,80203,CO
80,550 Grant St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Denver,US,39.725069,-104.983255,11.99,11.99,Plain Pizza 16'',Cosmos Pizza,80203,CO
81,22 Newbridge Rd,"Pizza,Restaurant,Italian Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Hicksville,US,40.767099,-73.527878,1.75,1.75,Pizza Slice,Piazza Pizza,11801,NY
82,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,22.49,22.49,Cheese Pizza,Macys Place Pizzeria,14225,NY
83,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,22.49,22.49,Cheese Pizza,Macys Place Pizzeria,14225,NY
84,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,7.99,5.49,Pizza Sub,Macys Place Pizzeria,14225,NY
85,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,4.99,4.99,Cheese Pizza,Macys Place Pizzeria,14225,NY
86,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,32.99,12.99,Taco Pizza,Macys Place Pizzeria,14225,NY
87,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,11.99,4.99,Pizza Logs,Macys Place Pizzeria,14225,NY
88,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,15.99,15.99,Cheese Pizza & 1 Topping,Macys Place Pizzeria,14225,NY
89,3348 Genesee St,Pizza Place,Accommodation & Food Services,Buffalo,US,42.925755,-78.761238,17.99,17.99,Small Cheese & 1 Topping Pizza,Macys Place Pizzeria,14225,NY
90,8110 W Union Hills Dr,"Pizza,Restaurant,Fast Food,Pizza Place",Accommodation & Food Services,Glendale,US,33.65357,-112.233595,16.99,16.99,White Seafood Pizza,Arizona Pizza Company,85308,AZ
91,8110 W Union Hills Dr,"Pizza,Restaurant,Fast Food,Pizza Place",Accommodation & Food Services,Glendale,US,33.65357,-112.233595,4.29,4.29,Jackie Earl's Cheese Pizza,Arizona Pizza Company,85308,AZ
92,90 S Main St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Johnstown,US,40.152074,-82.68329,5.75,5.75,Pizza Sub,Pizzaburg,43031,OH
93,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,11.99,11.99,Cheese Pizza,DeLucias Pizzeria,89081,NV
94,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,20.99,14.99,White Pizza,DeLucias Pizzeria,89081,NV
95,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,17.99,11.99,Specialty Pizzas,DeLucias Pizzeria,89081,NV
96,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,49.99,49.99,"18"" Cheese Pizza",DeLucias Pizzeria,89081,NV
97,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,9.99,9.99,Cheese Pizza,DeLucias Pizzeria,89081,NV
98,2345 E Centennial Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,North Las Vegas,US,36.274975,-115.11845,14.99,14.99,Pizza Freenzy,DeLucias Pizzeria,89081,NV
99,1260 Texas Ave Ste H,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alexandria,US,31.288586,-92.47294000000001,5.0,5.0,Kids Cheese Pizza,Wildwood Pizza,71301,LA
100,8977 N Scottsdale Rd,"Pizza Place,Pizza Place Resort Corridor",Accommodation & Food Services,Paradise Valley,US,33.566876,-111.92536100000001,15.95,15.95,Pizza Chef,Pomo,85253,AZ
101,1608 W Friendly Ave,"Restaurant,Pizza Place Brice Street Area,Pizza Place",Accommodation & Food Services,Greensboro,US,36.075201,-79.814066,6.99,6.99,Pizza Sub,Hungry Howies Pizza,27403,NC
102,1608 W Friendly Ave,"Restaurant,Pizza Place Brice Street Area,Pizza Place",Accommodation & Food Services,Greensboro,US,36.075201,-79.814066,9.99,9.99,Meat Eater Pizza,Hungry Howies Pizza,27403,NC
103,8381 Market St,Pizza Place,Accommodation & Food Services,Youngstown,US,40.996342999999996,-80.66232,8.99,8.99,Make Any Pizza a Supreme with 5 Toppings,Bruno Bros Pizza,44512,OH
104,8381 Market St,Pizza Place,Accommodation & Food Services,Youngstown,US,40.996342999999996,-80.66232,8.99,8.99,Make Any Pizza A Supreme With 5 Toppings,Bruno Bros Pizza,44512,OH
105,9135 W Sam Houston Pkwy N,Pizza Place,Accommodation & Food Services,Houston,US,29.904365999999996,-95.55494399999999,3.99,3.99,Kid's Pizza,Milanos Pizzeria Italian Grill,77064,TX
106,4001 John Knox Dr,"Pizza Place,Restaurants",Accommodation & Food Services,Abilene,US,32.403556,-99.767292,4.99,4.99,Chocolate Chip Pizza,DoubleDaves PizzaWorks,79606,TX
107,3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,33.65465,-112.13275,5.5,5.5,Meatball Pizza Roll,Ray's Pizza,85027,AZ
108,3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,33.65465,-112.13275,5.5,5.5,Green Pepper and Onion Pizza Roll,Ray's Pizza,85027,AZ
109,3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,33.65465,-112.13275,4.25,4.25,Pizza Fries with Pepperoni Or Bacon,Ray's Pizza,85027,AZ
110,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Garden Vegetarian Pizza Baking Required,Papa Murphys,52240,IA
111,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Medium Chicken Garlic Gluten Free Crust Pizza Baking Required,Papa Murphys,52240,IA
112,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Medium Cowboy Gluten Free Crust Pizza Baking Required,Papa Murphys,52240,IA
113,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Taco Grande Pizza Baking Required,Papa Murphys,52240,IA
114,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,15.0,15.0,Chicken Bacon Stuffed Pizza Baking Required,Papa Murphys,52240,IA
115,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,10.0,10.0,Create Your Own Large Pizza Baking Required,Papa Murphys,52240,IA
116,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Create Your Own Family Size Pizza Baking Required,Papa Murphys,52240,IA
117,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,3.0,3.0,Mini Murph Cheese Pizza Baking Required,Papa Murphys,52240,IA
118,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,14.0,14.0,Medium Murphy39s Combo Gluten Free Crust Pizza Baking Required,Papa Murphys,52240,IA
119,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Cowboy Pizza Baking Required,Papa Murphys,52240,IA
120,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,10.0,10.0,Create Your Own Medium Gluten Free Crust Pizza Baking Required,Papa Murphys,52240,IA
121,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Greek Pepperoni Pizza Baking Required,Papa Murphys,52240,IA
122,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,5.0,5.0,S39mores Pizza,Papa Murphys,52240,IA
123,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,13.0,13.0,Chicken Garlic Pizza Baking Required,Papa Murphys,52240,IA
124,2300 Muscatine Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Iowa City,US,41.649871000000005,-91.501576,11.5,11.5,Hawaiian Pizza Baking Required,Papa Murphys,52240,IA
125,5474 Central Florida Pkwy,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Orlando,US,28.407027000000003,-81.45003,9.99,9.99,Build You Own Pizza,Famas Ristorante,32821,FL
126,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,14.95,14.95,Vitello Alla Pizzaiola,Angelas Italian Restaurant,28227,NC
127,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza with Meatballs,Angelas Italian Restaurant,28227,NC
128,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza with Fresh Garlic,Angelas Italian Restaurant,28227,NC
129,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza with Onions,Angelas Italian Restaurant,28227,NC
130,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza with Ham,Angelas Italian Restaurant,28227,NC
131,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Black Olives,Angelas Italian Restaurant,28227,NC
132,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Pineapple,Angelas Italian Restaurant,28227,NC
133,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Sausage,Angelas Italian Restaurant,28227,NC
134,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Green Peppers,Angelas Italian Restaurant,28227,NC
135,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,12.95,12.95,White Pizza,Angelas Italian Restaurant,28227,NC
